title,authors,year,doi,primary_category,secondary_categories,evidence_level,tags,clinical_significance,key_findings,sample_size,mortality_count,qtc_data,herg_data,electrolyte_data,contraindications,dosing_range,route,source_pdf,journal,aliases,source_url,pmid,pmcid,open_access,publisher,body_format,issn,filepath
A Study of the Inhibitory and Pharmacological Chaperone Effects of Bupropion and Ibogaine on Monoamine Transporters,"Quinn Williams, Erin",2025,,ORANGE,,preclinical,topic/mechanism; topic/receptor; topic/dopamine; topic/serotonin; topic/noribogaine; mechanism/sert-inhibition; mechanism/dopamine-modulation; method/preclinical; method/in-vitro,low,PhD thesis (preview only) characterising ibogaine/bupropion binding to DAT and SERT; distinct allosteric site differences between transporters; AlphaFold3 predicts peripheral S2 site for ibogaine on DAT.,,,false,false,false,,,,2025/QuinnWilliams2025_PhD_Ibogaine_Buproprion_Monoamine_Transporters.pdf,,Quinn Williams 2025; Quinn Williams PhD,,,,true,,hybrid,,2025/QuinnWilliams2025_PhD_Ibogaine_Buproprion_Monoamine_Transporters.md
Tolerabilidade e eficácia da ibogaína no tratamento do transtorno por uso de álcool: um estudo aberto e de escalonamento de doses,"Rocha, Jessica Maganin; Hallak, Jaime Eduardo Cecílio; dos Santos, Rafael Guimarães",2025,,BLUE,RED,cohort,topic/alcohol; topic/efficacy; topic/cardiac; topic/adverse-event; topic/stimulant; method/clinical-trial,high,First worldwide clinical trial of ibogaine for AUD. Dose-escalation 20–400mg HCl in N=9. Dose-dependent QTc prolongation (peaks ~496ms). 2/9 abstinent at 3 months.,9,,true,false,true,Pre-existing cardiac conditions; Long QT syndrome (baseline QTc >450ms); Concurrent QT-prolonging medications; Hepatic impairment (Child-Pugh B/C); Uncontrolled hypertension; Active psychosis or suicidal ideation,20 mg – 400 mg,oral,2025/Rocha2025_PhD_Ibogaine_Alcohol_AUD.pdf,,Rocha 2025; Ibogaine AUD Clinical Trial,,,,unknown,,hybrid,,2025/Rocha2025_PhD_Ibogaine_Alcohol_AUD.md
Studies on the iboga cults: IV. The ethnobotanical complex,"Samorini, Giorgio",2025,,WHITE,,review,topic/traditional-use; method/review,low,"Defines 'ethnobotanical complex' of Bwiti: iboga as primary source with kola, cannabis, tobacco, alan, palm wine additives. Reveals multi-plant ritual system around ancestor worship.",,,false,false,false,,,not-applicable,2025/Samorini2025_Studies_Iboga_Cults_Ethnobotanical_Complex.pdf,Antrocom Online Journal of Anthropology,Samorini 2025; Samorini; Iboga Cults IV,,,,unknown,,narrative,1973-2880,2025/Samorini2025_Studies_Iboga_Cults_Ethnobotanical_Complex.md
Totalna Sinteza Ibogaina (Total Synthesis of Ibogaine),"Šijić, Bruno",2025,,ORANGE,,review,topic/mechanism; topic/analogues; topic/pharmacokinetics; method/review,low,Croatian literature review covering six total synthesis approaches (1966-2025); documents evolution from Büchi's 15-step 0.2% yield to Iyer's 7-step 14% gram-scale synthesis,,,false,false,false,,,,2025/Sijic2025_Total_Synthesis_Review.pdf,,Sijic 2025; Croatian Synthesis Review,,,,unknown,,vault-analytical,,2025/Sijic2025_Total_Synthesis_Review.md
Risk management in a global market of alternative addiction care: a case study of the ibogaine medical subculture,"Söderberg, Johan; Lundgren, Jakob",2025,10.1057/s41285-025-00220-1,WHITE,GREEN,review,topic/harm-reduction; topic/policy; topic/history; topic/protocol; method/qualitative,moderate,"7-year ethnographic study of ibogaine subculture risk management. Documents bottom-up governance without state regulation. Analyzes medicalization, market-based healthcare, knowledge production by drug users and harm reduction activists.",,,false,false,false,,,,2025/Soderberg2025_Medical_Subculture_Risk_Management.pdf,Social Theory & Health,Söderberg 2025; Medical Subculture Study,,,,false,Palgrave Macmillan,academic-retained,,2025/Soderberg2025_Medical_Subculture_Risk_Management.md
Exploring Ibogaine/5-MeO-DMT as Treatment for the Relief of PTSD Symptoms in Veterans,"Staveley, Courtney D.",2025,,BLUE,,cohort,topic/veterans; topic/ptsd; topic/tbi; topic/phenomenology; topic/psychiatric; topic/protocol; topic/combination; method/qualitative,high,"N=12 special ops veterans, 10-36 months post-treatment. 100% reported immediate PTSD relief. Grounded theory identifies 'gnosis' as healing mechanism—direct experiential knowledge via transpersonal encounter enables sustained transformation.",12,,false,false,false,,,,2025/Staveley2025_PhD_Ibogaine_Veterans_PTSD.pdf,,Staveley 2025; Staveley PhD; Veterans PTSD Ibogaine PhD,,,,true,,narrative,,2025/Staveley2025_PhD_Ibogaine_Veterans_PTSD.md
Not Losing Momentum: Cross-Sectional Insights into Ibogaine Clinical Trials,"Swieczkowski, Damian; Kwaśny, Aleksander; Sadko, Krzysztof; Cubała, Wiesław Jerzy",2025,10.1080/02791072.2025.2491385,BLUE,GREEN,systematic-review,topic/efficacy; topic/protocol; topic/cardiac; topic/opioid; topic/noribogaine; topic/pharmacokinetics; method/systematic-review,high,"Cross-sectional analysis of 9 ibogaine/noribogaine clinical trials from global registries. Documents methodological heterogeneity, early-phase dominance, and variable cardiac safety protocols. Calls for standardised framework.",,,true,false,false,Pre-existing cardiovascular disease or prolonged QT interval (exclusion criterion across multiple trials); Major psychiatric disorders excluding target SUD (common exclusion); Recent illicit drug use (variable washout periods across trials); Concurrent methadone use without stable dosing (trial-specific); Abnormal baseline ECG findings (QTcF >450 ms in NCT06480981),Ibogaine: 20–600 mg fixed or 3–12 mg/kg weight-based; Noribogaine: 3–180 mg (across 9 trials),oral,2025/Swieczkowski2025_Clinical_Trials_Landscape.pdf,Journal of Psychoactive Drugs,Swieczkowski 2025; Clinical Trials Landscape,,40251723,,false,Taylor & Francis,vault-analytical,,2025/Swieczkowski2025_Clinical_Trials_Landscape.md
The Use of Ibogaine in the Treatment of Substance Use Disorders: Integrating Psychoactive Experiences as Part of the Recovery Journey,"Underwood, Martie",2025,,PURPLE,BLUE,qualitative,topic/phenomenology; topic/psychiatric; topic/protocol; topic/opioid; topic/ptsd; method/qualitative; method/review,high,PhD thesis: ibogaine phenomenology and narrative self-transformation. Participants report ongoing journey not discrete event. Challenges fixed outcome measurement; supports processual frameworks.,21,,false,false,false,,,,2025/Underwood2025_PhD_Experiences_Part_of_Journey.pdf,,Underwood 2025; Underwood PhD; Narrative Self Study,,,,true,,hybrid,,2025/Underwood2025_PhD_Experiences_Part_of_Journey.md
Magnesium–ibogaine therapy effects on cortical oscillations and neural complexity in veterans with traumatic brain injury,"Lissemore, Jennifer I.; Chaiken, Anna; Cherian, Kirsten N.; Buchanan, Derrick; Espil, Flint; Keynan, Jackob N.; Sridhar, Malvika; Rolle, Camarin E.; Saggar, Manish; Keller, Corey J.; Williams, Nolan R.",2025,10.1038/s44220-025-00463-x,BLUE,RED,cohort,topic/neuroimaging; topic/tbi; topic/veterans; topic/efficacy; method/observational,high,"EEG shows theta-alpha power increase (d=0.45–0.61), beta-gamma decrease (d=0.50–0.73), reduced neural complexity and PAF (d=1.05) post-MISTIC; PAF and LZc reductions persist at 1 month; theta/beta ratio correlates with cognitive inhibition gains.",30,,false,false,true,Concurrent psychiatric medications (required discontinuation prior to treatment); Concurrent benzodiazepine use (required discontinuation prior to treatment); Medications with potential drug–drug interactions,12.1 ± 1.2 mg/kg oral (ibogaine HCl) + IV magnesium sulfate,oral,2025/Williams2025_Magnesium_Ibogaine_TBI.pdf,Nature Mental Health,Williams 2025; Lissemore 2025; MISTIC EEG,,,,false,Springer Nature,vault-analytical,,2025/Williams2025_Magnesium_Ibogaine_TBI.md
Reconsidering Ibogaine for the treatment of severe mental illness and substance use disorders,"Yockey, R. Andrew",2025,10.1016/j.glmedi.2025.100213,WHITE,,review,topic/policy; topic/psychiatric; topic/opioid; topic/cardiac; topic/adverse-event; topic/analogues; method/review,moderate,"Editorial calling for ibogaine RCTs with CYP2D6 pharmacogenomics, safer analogues (18-MC, TBG), and inpatient cardiac monitoring. Reviews Texas $50M initiative and state-level policy shifts.",,,false,false,false,,,,2025/Yockey2025_Reconsidering_Ibogaine.pdf,"Journal of Medicine, Surgery, and Public Health",Yockey 2025; Reconsidering Ibogaine,,,,false,Elsevier,vault-analytical,,2025/Yockey2025_Reconsidering_Ibogaine.md
Rare but relevant: Ibogaine and cardiovascular complications—prolonged QT interval and ventricular arrhythmias,"Brunt, Tibor Markus",2026,10.1111/add.70319,RED,,review,topic/cardiac; topic/adverse-event; topic/toxicity; topic/noribogaine; topic/cyp2d6; topic/analogues; mechanism/herg-blockade; method/review,high,QTc prolongation occurs at therapeutic doses even without pre-existing cardiac conditions; CYP2D6 poor metabolisers at higher risk; safe dose ~0.87 mg/kg (10× lower than treatment doses); recommends genotyping + monitoring.,,,true,true,true,"Pre-existing cardiac conditions; QTc prolongation (>450ms males, >460ms females); CYP2D6 poor metaboliser status (genotyping recommended); Concurrent QT-prolonging medications; Doses exceeding ~0.87 mg/kg without cardiac monitoring",Safe dose ~0.87mg/kg (10× lower than therapeutic 8–20mg/kg),oral,2026/Brunt2026_Ibogaine_Cardiovascular_Complications.pdf,Addiction,Brunt 2026; Cardiovascular Complications Review,,41560340,,false,Wiley,vault-analytical,,2026/Brunt2026_Cardiovascular_Complications_Review.md
Neurorestorative Properties of Ibogaine: Linking Multi-Receptor Affinities to Remyelination and Metabolic Restoration,"Calvey, Tanya; Govender, Demi; Owen, Gavin; Tumba, Nancy; Lang, Dirk; Lerer, Bernard; Stein, Dan J; Shoptaw, Steven",2026,,ORANGE,RED; BLUE,review,topic/mechanism; topic/receptor; topic/multiple-sclerosis; topic/tbi; method/review,high,"Proposes ibogaine's multi-receptor affinities (kappa opioid, NMDA, sigma-2) facilitate remyelination and metabolic restoration, providing mechanistic rationale for treating OUD, MS, and TBI via white matter repair",,,false,false,false,Pre-existing cardiac conditions; CYP2D6 drug interactions; Polydrug use; Concurrent methadone or benzodiazepine use; Undiagnosed cardiovascular disease; Potassium and magnesium abnormalities,,,2026/Calvey2026_Neurorestorative_Properties_Ibogaine.pdf,Acta Neuropsychiatrica,Calvey 2026; Ibogaine Remyelination Review; Neurorestorative Properties Ibogaine,,,,unknown,,vault-analytical,,2026/Calvey2026_Neurorestorative_Properties_Ibogaine.md
"Ibogaine: Therapeutic Potential, Cardiac Safety, and Translational Perspectives in the Treatment of Substance Use Disorders—A Scoping Review","Esperança, Monica Patrícia; Gomes, Nelson G. M.; Campos, Maria Graça",2026,10.3390/molecules31030545,RED,,systematic-review,topic/cardiac; topic/adverse-event; mechanism/herg-blockade; topic/pharmacokinetics; method/systematic-review,high,"Most comprehensive cardiac safety review to date; synthesises QTc prolongation, arrhythmias, 19+ fatalities; mechanistic analysis of hERG blockade and noribogaine-driven delayed cardiotoxicity",,19,true,true,true,Pre-existing cardiac arrhythmias; Congenital long QT syndrome; Concurrent QT-prolonging medications; CYP2D6 poor metaboliser status; Hepatic impairment; Electrolyte disturbances,Varies across reviewed studies; NOAEL 25mg/kg (preclinical),oral,2026/Esperanca2026_Cardiac_Safety_Translational_Perspectives_Scoping_Review.pdf,Molecules,Esperança 2026; Cardiac Safety Scoping Review; Molecules 2026 Ibogaine Review,,41683522,PMC12899015,true,MDPI,vault-analytical,,2026/Esperanca2026_Cardiac_Safety_Translational_Perspectives_Scoping_Review.md
Increased cortical thickness and decreased brain age among special operations veterans with blast TBI after a magnesium-ibogaine protocol,"Geoly, Andrew D.; Coetzee, John P.; Buchanan, Derrick Matthew; Struckmann, Wiebke; Kim, Bora; Sridhar, Malvika; Azeez, Azeezat; Lissemore, Jennifer I.; Cherian, Kirsten; Faerman, Afik; Keynan, Jackob N.; Singal, Prakamya; Shanbour, Alaa; Bandeira, Igor D.; Kratter, Ian H.; Adamson, Maheen M.; Saggar, Manish; Rolle, Cammie; Williams, Nolan R.",2026,10.1016/j.isci.2026.115121,BLUE,RED; ORANGE,cohort,topic/tbi; topic/neuroplasticity; topic/neuroimaging; topic/veterans; method/observational,landmark,"MISTIC therapy associated with increased cortical thickness in 13 regions, subcortical expansion in 8 regions, and predicted brain age reduction of 1.3 years at 1 month in SOF veterans with blast TBI (n=25)",25,,false,false,false,Pre-existing cardiac disease (QT prolongation risk with ibogaine); Drug-drug interactions (QT-prolonging medications); Pre-existing medical conditions associated with ibogaine fatalities; Overdose risk,12.05 mg/kg (SD 1.44) oral ibogaine HCl with IV magnesium sulfate (1 mg pre- and post-ibogaine),oral,2026/Geoly2026_Cortical_Thickness_Brain_Age_MISTIC.pdf,iScience,Geoly 2026; Cortical Thickness Brain Age MISTIC; MISTIC MRI Morphometry,,,,false,Elsevier,hybrid,,2026/Geoly2026_Cortical_Thickness_Brain_Age_MISTIC.md
Indole Alkaloids as Biased Opioid Receptor Modulators,"Grundmann, Oliver; Henderson, Allison",2026,10.20944/preprints202601.2298.v1,ORANGE,,review,topic/mechanism; topic/receptor; topic/noribogaine; topic/pharmacokinetics; mechanism/kappa-opioid; method/review,moderate,"Indole alkaloids (ibogaine, noribogaine, mitragynine) are biased μ/κ-opioid agonists activating G-protein without β-arrestin recruitment, potentially avoiding respiratory depression and tolerance.",,,false,false,false,,,,2026/Grundmann2026_Indole_Alkaloids_Biased_Opioid_Receptor_Modulators.pdf,Preprints.org,Grundmann 2026; Biased Opioid Review,,,,true,Preprints.org,vault-analytical,,2026/Grundmann2026_Indole_Alkaloids_Biased_Opioid_Receptor_Modulators.md
Psilocybin and Ibogaine as Therapeutic Candidates for Cocaine Addiction: Insights from a Rat Self-Administration Model,"Koutrouli, I. R. A.; Šíchová, K.; Kacper, W.; Brejtr, V.; Aleksić, K.; Miniariková, N.; Lhotková, E.; Nikolič, M.; Páleníček, T.",2026,10.1016/j.nsa.2025.106393,ORANGE,,preclinical,topic/stimulant; topic/efficacy; topic/combination; method/preclinical,moderate,Rat IVSA: ibogaine (10+40mg/kg) and psilocybin reduced cocaine-seeking and facilitated extinction. Novel two-dose protocol. No reinstatement effects.,,,false,false,false,,,,2026/Koutrouli2026_Psilocybin_Ibogaine_Cocaine_Addiction.pdf,Neuroscience Applied,Koutrouli 2026; Czech Cocaine IVSA Study,,,,false,Elsevier,academic-retained,,2026/Koutrouli2026_Psilocybin_Ibogaine_Cocaine_Addiction.md
Accelerated recovery using magnesium ibogaine: characterizing the subjective experience of its rapid healing from neuropsychiatric disorders,"Olash, Clayton; Buchanan, Derrick Matthew; Brown, Randi; Faerman, Afik; Cherian, Kirsten; Lin, George; Spiegel, David; Gross, James J.; Williams, Nolan",2026,10.1038/s44184-026-00185-7,PURPLE,,qualitative,topic/phenomenology; topic/veterans; topic/tbi; topic/ptsd; method/qualitative,high,"MISTIC veterans (n=30) report four phenomenological domains: dialogic trauma reappraisal, altered-self/mystical connection, emotional resolution, and embodied brain healing—framed as accelerated auto-psychotherapy.",30,,false,false,false,,,,2026/Olash2026_Subjective_Experience_Magnesium_Ibogaine.pdf,npj Mental Health Research,Olash 2026; MISTIC Phenomenology; MISTIC Qualitative,,41620509,PMC12860795,true,Springer Nature,vault-analytical,,2026/Olash2026_Subjective_Experience_Magnesium_Ibogaine.md
Ibogaine for Opioid Use Disorder: An Unrecognized Risk,"Terasaki, Dale; Sackett, Nathan; Monte, Andrew",2026,10.1097/ADM.0000000000001645,WHITE,RED; BLUE,qualitative,topic/opioid; topic/policy; topic/harm-reduction; topic/adverse-event; method/qualitative,high,Commentary warning that ibogaine promotion opposing MOUD may increase overdose risk; 41% of OUD-diagnosed survey respondents had tried ibogaine; includes fatal case report,,1,false,false,false,,,,2026/Terasaki2026_Ibogaine_OUD_Unrecognised_Risk.pdf,Journal of Addiction Medicine,Terasaki 2026; Ibogaine OUD unrecognised risk; Ibogaine vs MOUD commentary,,41535993,,false,Lippincott Williams & Wilkins,vault-analytical,,2026/Terasaki2026_Ibogaine_OUD_Unrecognised_Risk.md
2014 Ibogaine Client Information Sheet,I.ACT Aotearoa/NZ,2014,,GREEN,,guideline,topic/harm-reduction; topic/protocol,moderate,"NZ client preparation document: informed consent, treatment expectations, safety protocols for ibogaine therapy.",,,false,false,false,Undisclosed medical history (full disclosure required for safety screening); Concurrent substance use during treatment (document warns this could be fatal); Reduced post-treatment opioid tolerance (risk of fatal overdose if substances taken during or after therapy),10–25 mg/kg (weight-based),oral,Clinical_Guidelines/Aotearoa2014_Client_Info_Sheet.docx,,Aotearoa 2014; Aotearoa,,,,true,,narrative,,Clinical_Guidelines/Aotearoa2014_Client_Info_Sheet.md
Clinical Guidelines for Ibogaine-Assisted Detoxification,"Dickinson, Jonathan; McAlpin, Jamie; Wilkins, Clare; Fitzsimmons, Christine; Guion, Paige; Paterson, Tanea; Greene, Douglas; Rasmussen Chaves, Bruno",2015,,GREEN,,guideline,topic/protocol; topic/electrolytes; topic/cardiac; mechanism/herg-blockade; topic/opioid; topic/withdrawal; topic/cyp2d6; topic/adverse-event; topic/assessment; topic/harm-reduction; topic/noribogaine; topic/benzodiazepine; topic/alcohol,high,"GOLD STANDARD: Comprehensive ibogaine clinical guidelines. ISO31001 risk framework, absolute contraindications, electrolyte targets (K 4.5-5.5, Mg 1.5-2.5), medication clearance timelines.",,,true,true,true,"QTc >450ms (M) or >470ms (F); borderline 430-470ms requires cardiologist review; >500ms requires immediate hospital transfer; Schizophrenia; Bipolar disorder (hospitalised/medicated); Depersonalisation and/or derealisation disorder; Cerebellar dysfunction; Psychosis or acute confusional state; Organic brain disease or dementia; Epilepsy (rule out benzodiazepine/alcohol withdrawal seizures misdiagnosed as epilepsy); Heart failure, enlarged/hypertrophic heart; Active blood clots (PE, DVT); Major respiratory conditions (emphysema, COPD, cystic fibrosis); Severe/chronic GI issues (bleeding ulcer, leaky gut syndrome); Abnormal electrolytes — must correct to preferred ranges: K 4.5-5.5 mEq/L, Mg 1.5-2.5 mEq/L; Liver enzymes >2.5x normal; impaired kidney function; abnormal BUN/creatinine; Active infection or abscess; Within 6 months of major surgery (require physician clearance); Pregnancy; QT-prolonging medications, foods and supplements (must be cleared); CYP2D6-metabolised drugs (competition for ibogaine metabolic pathway); Serotonin-increasing medications — SSRIs, SNRIs, MAOIs, buspirone, trazodone, tramadol, St John's Wort (serotonin syndrome risk); Centrally acting drugs — blood pressure medications, barbiturates, muscle relaxants, antipsychotics, anticonvulsants, general anaesthetics (interactions not well understood); Benzodiazepine or alcohol withdrawal (seizure risk — must be stabilised, never ceased acutely; factor in multiple fatalities); Stimulant use: cocaine ≥7 days clearance; methamphetamine ≥5 days; prescription stimulants ≥5 days; caffeine ≥5 days; Antipsychotic medications — haloperidol/chlorpromazine cause prolonged negative reactions with ibogaine; must not be used as intervention; Corticosteroids (prolong QT interval; caution if required as intervention); Calcium channel blockers or beta blockers (lower BP/HR dramatically, alter cardiac conduction — beta blockers must be tapered over 7-14 days, not stopped acutely)",≤12mg/kg (max 24mg/kg/24h); test dose 2–3mg/kg; boosters 1–5mg/kg,oral,Clinical_Guidelines/GITA2015_Clinical_Guidelines.pdf,,GITA 2015; GITA Guidelines; Clinical Guidelines 2015,,,,unknown,,hybrid,,Clinical_Guidelines/GITA2015_Clinical_Guidelines.md
"Manual for Ibogaine Therapy: Screening, Safety, Monitoring & Aftercare","Lotsof, Howard S.; Wachtel, Boaz; Emery, Marc; Frenken, Geerte; Glatt, Sara; Mariano, Brian; Naeher, Karl; Polanko, Martin; Resinovic, Marko; Sandberg, Nick; Taub, Eric; Waizmann, Samuel; Wells, Hattie",2003,,GREEN,RED; WHITE; PURPLE; ORANGE,guideline,topic/protocol; topic/opioid; topic/withdrawal; topic/adverse-event; topic/cardiac; topic/assessment; topic/cyp2d6; topic/harm-reduction,landmark,"Foundational treatment manual establishing 15-20 mg/kg dosing, 48-hour monitoring, EKG screening, and inclusion/exclusion criteria that shaped all subsequent ibogaine protocols",,,false,false,true,"Significant cardiac artery blockage or history of myocardial infarction; Blood pressure >170/105 or <80/60; pulse >120 or <50 bpm; Uncontrolled hypertension; Concurrent drug use during treatment (potentiates opiate/stimulant toxicity); Active neurological or psychiatric disorders requiring treatment; Beck Depression Inventory score ≥24 (debated by contributing authors); Concomitant medications causing adverse interactions (anti-epileptics, antidepressants, neuroleptics); History of sensitivity or adverse reaction to ibogaine; Clinically significant abnormal laboratory values; GI, liver, or kidney disease compromising metabolism/excretion; Active peptic ulcer (nonfatal adverse events documented); Active tuberculosis; Pregnancy; Liver enzymes >400% above normal (NIDA threshold)",15–20 mg/kg therapeutic; 2 mg/kg test dose; 25–300 mg/day low-dose,oral,Clinical_Guidelines/Lotsof2003_Ibogaine_Therapy_Manual.pdf,,Lotsof Manual; Ibogaine Therapy Manual; Lotsof-Wachtel 2003; The Ibogaine Dossier; Manual for Ibogaine Therapy,,,,unknown,,hybrid,,Clinical_Guidelines/Lotsof2003_Ibogaine_Therapy_Manual.md
Ibogaine: Information and Guidelines for Integrated Therapy,I.ACT Aotearoa/New Zealand,2014,,GREEN,,guideline,topic/protocol; topic/policy,high,"Comprehensive NZ operational manual: inclusion criteria, pre-acceptance screening, medication contraindications, emergency response protocols, consent forms, risk management for regulated therapy.",,,true,false,true,"Prolonged QT interval; Cardiac issues (pericarditis, history of cardiac problems, elevated cholesterol); Compromised liver function (active chronic HepC >4x normal range); Kidney or gastro-intestinal disease; Active neurological/psychiatric disorders (psychosis, bipolar, schizophrenia, organic brain disease, dementia requiring ongoing treatment); Cerebellar dysfunction, epilepsy; Pregnancy/breastfeeding (unless weaning plan incorporated prior to treatment); CYP2D6-metabolised drugs (inhibitors in particular; caution with inducers and substrates); Anticonvulsants, anti-epileptics, antidepressants, neuroleptics, antipsychotics; Serotonergic drugs; Centrally acting drugs; QT-prolonging drugs (caution); Substances inducing hypokalaemia or hypomagnesaemia; Steroids, hormones, depo-injection drugs (caution; corticosteroids may induce psychological disturbances); Naloxone (inhibitor of ibogaine metabolic pathway); Synthetic cannabinoids (minimum 10-day abstinence required); Alcohol (minimum 7-day abstinence prior to treatment); Methadone >50mg (must reduce to <50mg; switch to short-acting opioid preferred); Suboxone/subutex (must switch to short-acting opioid minimum 6 weeks prior)",10–22 mg/kg (treatment range); 200mg test dose; minimum 72h monitoring,oral,Clinical_Guidelines/IACT2014_Aotearoa_Ibogaine_Guidelines_Integrated_Therapy.pdf,,Patterson 2014; Patterson; I.ACT 2014; Aotearoa Guidelines 2014; NZ Guidelines 2014,,,,unknown,,narrative,,Clinical_Guidelines/Patterson2014_IACT_Aotearoa_NZ_Guidelines_Integrated_Therapy.md
Pangea Biomedics Emergency Equipment & Medications List,"Wilkins, Clare",2025,,GREEN,RED,guideline,topic/protocol; topic/cardiac; topic/adverse-event; topic/electrolytes,high,"Comprehensive crash cart contents for ibogaine treatment settings; includes cardiac monitoring, resuscitation equipment, ACLS medications, and IV supplies",,,false,false,true,,N/A — emergency equipment guideline,not-applicable,N/A — internal Pangea document,,Pangea Red Cart; Pangea Emergency Equipment,,,,unknown,,academic-retained,,Clinical_Guidelines/Pangea/Pangea_Emergency_Equipment.md
Uncovering Ibogaine: The Deborah Mash Interview,"Mash, Deborah C.; DeRienzo, Paul",1996,,WHITE,ORANGE; BLUE; RED,primary-source,topic/history; topic/policy; topic/noribogaine; topic/pharmacokinetics; topic/toxicity; topic/opioid; topic/stimulant; method/qualitative,high,"First-person account of FDA Phase I trial launch, noribogaine discovery, coca-ethylene backstory, neurotoxicity debate rebuttal, and funding barriers to ibogaine clinical development",,2,false,false,false,Pre-existing cardiac disease (woman with 'very sick heart' cited as contraindication violation in Baumann death); Unsupervised administration outside medical settings; Unknown source material (purity/identity of ibogaine unverifiable outside clinical supply),2 mg/kg increments in dose-escalation design up to 14–15 mg/kg target; Mash states underground doses 'way too high' and could be cut by half,oral,Primary_Sources/1996_WBAI_Mash_FDA_Trials_Ibogaine.pdf,,Mash 1996 Interview; DeRienzo Mash Interview; WBAI Ibogaine Interview; Uncovering Ibogaine,,,,unknown,,vault-analytical,,Primary_Sources/1996_WBAI_Mash_FDA_Trials_Ibogaine.md
Clare Wilkins at Horizons 2010: Over 400 Ibogaine Sessions,"Wilkins, Clare",2010,,WHITE,GREEN; BLUE,primary-source,topic/protocol; topic/opioid; topic/harm-reduction; topic/psychiatric; topic/gdnf; topic/phenomenology; method/qualitative,high,92% of clients leave detoxed; 18% maintain abstinence 6mo-4yrs; outcome is engagement not abstinence; family systems approach essential; MAPS study protocol launched,400,,false,false,false,,,,not-applicable,,Wilkins 2010 Horizons; 400 Sessions Talk,"http://www.youtube.com/watch?v=lysh-XDZQfE (Part 1), http://www.youtube.com/watch?v=Z20bmnuvoHc (Part 2)",,,unknown,,academic-retained,,Primary_Sources/2010_Horizons_Clare_Wilkins_400_Sessions.md
Clare Wilkins at MAPS 2010: Evolution of Ibogaine Treatment,"Wilkins, Clare",2010,,WHITE,GREEN; RED,primary-source,topic/protocol; topic/opioid; topic/harm-reduction; topic/cardiac; topic/adverse-event; topic/history; method/qualitative,high,"Peer-driven treatment model developed; importance of staff who have taken ibogaine; stabilisation before dosing; deaths analysed to improve safety protocols; integration of meditation, nutrition, bodywork",,,false,false,false,,,,not-applicable,,Wilkins 2010 MAPS; Evolution of Ibogaine Treatment,"http://www.youtube.com/watch?v=lysh-XDZQfE (Part 1), http://www.youtube.com/watch?v=Z20bmnuvoHc (Part 2)",,,unknown,,narrative,,Primary_Sources/2010_MAPS_Clare_Wilkins_Evolution.md
Clare Wilkins at MAPS 2014: Architecture of Emergency Using Psychedelics During the Anthropocene Era,"Wilkins, Clare",2014,,WHITE,GREEN; RED,primary-source,topic/protocol; topic/opioid; topic/harm-reduction; topic/cardiac; topic/adverse-event; topic/history; topic/traditional-use; method/qualitative,high,Evolved from 'flood' to incremental dosing; total alkaloid safer than HCl; family-centred treatment model; integration crucial for sustained outcomes; collaboration with MAPS leading to clinical trials,,,false,false,false,,,,not-applicable,,Wilkins 2014 MAPS; Architecture of Emergency,https://www.youtube.com/watch?v=Y_ttCNEKf8E,,,unknown,,academic-retained,,Primary_Sources/2014_11_MAPS_Clare_Wilkins_Architecture_of_Emergency.md
Clare Wilkins at Breaking Convention 2017: Novel Approach to Methadone Detox,"Wilkins, Clare",2017,,GREEN,BLUE; RED,case-report,topic/protocol; topic/opioid; topic/cardiac; topic/harm-reduction; topic/withdrawal; method/clinical-trial; method/qualitative,high,ICEERS pilot study: 6-week cumulative dosing protocol for 17-year methadone patient; cannabis oil as adjunct; QTc stayed within safe range; 20 months methadone-free at time of talk,1,,true,false,false,,Cumulative low-dose over 6 weeks: 1.5mg/kg → 3mg/kg → 5mg/kg → 10mg/kg (600mg peak dose),oral,not-applicable,,Wilkins 2017 BC; Methadone Pilot Study Talk,http://www.youtube.com/watch?v=UIX1SXLJjSI,,,unknown,,narrative,,Primary_Sources/2017_BC_Clare_Wilkins_Methadone_Detox.md
"Clare Wilkins at EntheoScience 2017: Iboga, Cannabis, Ethics and Alliance","Wilkins, Clare",2017,,WHITE,GREEN,primary-source,topic/harm-reduction; topic/policy; topic/protocol; topic/history; topic/combination; method/qualitative,moderate,Cannabis oil as adjunct to ibogaine for sleep and pain; 40% cartel profit reduction from cannabis legalisation linked to fentanyl crisis; GITA alliance essential for movement unity; rat park communities forming around treatment centres,,,false,false,false,,,,not-applicable,,Wilkins 2017 EntheoScience; Cannabis Ethics Alliance Talk,,,,unknown,,narrative,,Primary_Sources/2017_EntheoScience_Clare_Wilkins_Cannabis_Ethics.md
